"Build","Renderer","ID","Outcome","Iterations","Samples","Average_us","Median_us","Minimum_us","Maximum_us","Total_us","Timing_use"
"candidate","opengl","uniform_thrash.uniform_thrash","PASS","10","10","1979","1847","1700","2850","19793","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","vertex_buffer_allocation.mixed.arrays","PASS","10","10","23698","23498","22717","26054","236988","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","vertex_buffer_allocation.mixed.inline_arrays","PASS","10","10","130954","130776","128493","133502","1309546","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","vertex_buffer_allocation.mixed.inline_buffers","PASS","10","10","576280","576562","571528","581479","5762803","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","vertex_buffer_allocation.mixed.inline_elements","PASS","10","10","31673","31648","31361","32102","316730","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","vertex_buffer_allocation.tiny.arrays","PASS","10","10","30507","30062.5","29604","32345","305070","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","vertex_buffer_allocation.tiny.inline_arrays","PASS","10","10","94609","92833.5","77441","112462","946091","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","vertex_buffer_allocation.tiny.inline_buffers","PASS","10","10","101948","102699.5","98788","104277","1019488","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","vertex_buffer_allocation.tiny.inline_elements","PASS","10","10","30210","29852","29191","31661","302102","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","vertex_buffer_allocation.rising_transient_growth","PASS","1","1","625417","625417","625417","625417","625417","Context only: live-marker waiver; no PR-grade performance claim"
"candidate","opengl","vertex_buffer_allocation.disjoint_same_page","PASS","10","10","24979","24912.5","24453","25428","249793","Context only: live-marker waiver; no PR-grade performance claim"
