target_pid,target_tid,last_switch_out_s,ready_s,switch_in_s,next_switch_out_s,waits_us,ready_us,cpu_usage_ms,count,cpu,readying_scope,readying_tid
6568,5992,30.971203700,30.971429800,30.971433600,30.971667200,226.100,3.800,0.233600,1,9,same_process,12564
6568,5992,30.971667200,30.971835400,30.971839100,30.972057200,168.200,3.700,0.218100,1,9,same_process,12564
6568,5992,30.972057200,30.972380100,30.972383400,30.972635700,322.900,3.300,0.252300,1,9,same_process,12564
6568,5992,30.972635700,30.972826800,30.972830400,30.973012900,191.100,3.600,0.182500,1,9,same_process,12564
6568,5992,30.973012900,30.973330400,30.973334400,30.973545800,317.500,4.000,0.211400,1,9,same_process,12564
6568,5992,30.973545800,30.973728700,30.973732300,30.973959000,182.900,3.600,0.226700,1,9,same_process,12564
6568,5992,30.973959000,30.974132400,30.974136000,30.974334900,173.400,3.600,0.198900,1,9,same_process,12564
6568,5992,30.974334900,30.974508700,30.974512400,30.974694700,173.800,3.700,0.182300,1,9,same_process,12564
6568,5992,30.974694700,30.974864800,30.974868400,30.975077800,170.100,3.600,0.209400,1,9,same_process,12564
6568,5992,30.975077800,30.975253600,30.975257200,30.975455800,175.800,3.600,0.198600,1,9,same_process,12564
6568,5992,30.975455800,30.975925300,30.975929700,30.976353100,469.500,4.400,0.423400,1,14,same_process,12564
6568,5992,30.976353100,30.976500400,30.976504000,30.976814800,147.300,3.600,0.310800,1,9,same_process,12564
6568,5992,30.976814800,30.977578200,30.977581200,30.977597100,763.400,3.000,0.015900,1,9,same_process,4612
6568,5992,30.977597100,30.977894500,30.977898400,30.978170500,297.400,3.900,0.272100,1,9,same_process,12564
6568,5992,30.978170500,30.978192400,30.978195900,30.978205600,21.900,3.500,0.009700,1,9,same_process,12564
6568,5992,30.978205600,30.978209000,30.978211800,30.978220300,3.400,2.800,0.008500,1,9,same_process,12564
6568,5992,30.978220300,30.978295500,30.978298600,30.978332400,75.200,3.100,0.033800,1,9,same_process,12564
6568,5992,30.978332400,30.978628000,30.978631800,30.978935400,295.600,3.800,0.303600,1,9,same_process,12564
6568,5992,30.978935400,30.990932300,30.990936900,30.991404300,"11,996.900",4.600,0.467400,1,9,same_process,12560
6568,5992,30.991404300,30.991832800,30.991837100,30.992565200,428.500,4.300,0.728100,1,9,same_process,12560
6568,5992,30.992565200,30.993528900,30.993532400,30.993883500,963.700,3.500,0.351100,1,9,same_process,12560
6568,5992,30.993883500,30.993892600,30.993895900,30.993910000,9.100,3.300,0.014100,1,9,same_process,12564
6568,5992,30.993910000,30.994172100,30.994176100,30.994439700,262.100,4.000,0.263600,1,9,same_process,12564
6568,5992,30.994439700,30.995940800,30.995944600,30.995964900,"1,501.100",3.800,0.020300,1,9,same_process,12560
6568,5992,30.995964900,30.996241100,30.996244900,30.996355100,276.200,3.800,0.110200,1,9,same_process,12564
6568,5992,30.996355100,30.997549200,30.997552000,30.997731500,"1,194.100",2.800,0.179500,1,9,same_process,12564
6568,5992,30.997731500,30.998268100,30.998271800,30.998285200,536.600,3.700,0.013400,1,9,idle,0
6568,5992,30.998285200,31.006453200,31.006457800,31.006470200,"8,168.000",4.600,0.012400,1,9,same_process,12564
6568,5992,31.006470200,31.010537700,31.010542500,31.010787500,"4,067.500",4.800,0.245000,1,9,same_process,12564
6568,5992,31.010787500,31.010875400,31.010879800,31.011323700,87.900,4.400,0.443900,1,9,same_process,12564
6568,5992,31.011323700,31.011787200,31.011791000,31.012757500,463.500,3.800,0.966500,1,9,same_process,12560
6568,5992,31.012757500,31.013064000,31.013067900,31.013612500,306.500,3.900,0.544600,1,0,same_process,12564
6568,5992,31.013612500,31.013676000,31.013679900,31.013895700,63.500,3.900,0.215800,1,9,same_process,12564
6568,5992,31.013895700,31.014014700,31.014020300,31.014157500,119.000,5.600,0.137200,1,9,same_process,12564
6568,5992,31.014157500,31.014544800,31.014548400,31.014793900,387.300,3.600,0.245500,1,9,same_process,12564
6568,5992,31.014793900,31.014947300,31.014950800,31.015222600,153.400,3.500,0.271800,1,9,same_process,12564
6568,5992,31.015222600,31.015270800,31.015274600,31.015382300,48.200,3.800,0.107700,1,9,same_process,12564
6568,5992,31.015382300,31.015909100,31.015912900,31.016220000,526.800,3.800,0.307100,1,9,same_process,12564
6568,5992,31.016220000,31.016477700,31.016481900,31.016730700,257.700,4.200,0.248800,1,9,same_process,12564
6568,5992,31.016730700,31.016905800,31.016909500,31.017139900,175.100,3.700,0.230400,1,9,same_process,12564
6568,5992,31.017139900,31.017324100,31.017327600,31.017550500,184.200,3.500,0.222900,1,9,same_process,12564
6568,5992,31.017550500,31.017767100,31.017770900,31.018011200,216.600,3.800,0.240300,1,9,same_process,12564
6568,5992,31.018011200,31.018206200,31.018210500,31.018524000,195.000,4.300,0.313500,1,10,same_process,12564
6568,5992,31.018524000,31.018832600,31.018837700,31.019088800,308.600,5.100,0.251100,1,14,same_process,12564
6568,5992,31.019088800,31.019452300,31.019458400,31.020023400,363.500,6.100,0.565000,1,7,same_process,12564
6568,5992,31.020023400,31.020264900,31.020269400,31.020474600,241.500,4.500,0.205200,1,9,same_process,12564
6568,5992,31.020474600,31.020660900,31.020664700,31.020859300,186.300,3.800,0.194600,1,9,same_process,12564
6568,5992,31.020859300,31.021020800,31.021024400,31.021209700,161.500,3.600,0.185300,1,9,same_process,12564
6568,5992,31.021209700,31.021422700,31.021426300,31.021619400,213.000,3.600,0.193100,1,9,same_process,12564
6568,5992,31.021619400,31.022097500,31.022101300,31.022403300,478.100,3.800,0.302000,1,9,same_process,12564
6568,5992,31.022403300,31.022626200,31.022629700,31.022937900,222.900,3.500,0.308200,1,9,same_process,12564
6568,5992,31.022937900,31.023984500,31.023989600,31.024373500,"1,046.600",5.100,0.383900,1,7,same_process,12564
6568,5992,31.024373500,31.024392000,31.024396100,31.024405900,18.500,4.100,0.009800,1,9,same_process,12564
6568,5992,31.024405900,31.024407100,31.024410300,31.024419200,1.200,3.200,0.008900,1,9,same_process,12564
6568,5992,31.024419200,31.024480500,31.024483800,31.024521800,61.300,3.300,0.038000,1,9,same_process,12564
6568,5992,31.024521800,31.024906700,31.024910500,31.025208000,384.900,3.800,0.297500,1,9,same_process,12564
6568,5992,31.025208000,31.035169300,31.035174200,31.035657200,"9,961.300",4.900,0.483000,1,12,idle,0
6568,5992,31.035657200,31.036075200,31.036080000,31.036868700,418.000,4.800,0.788700,1,10,idle,0
6568,5992,31.036868700,31.037796800,31.037800400,31.038268300,928.100,3.600,0.467900,1,9,idle,0
6568,5992,31.038268300,31.038267800,31.038272900,31.038285700,0.000,5.100,0.012800,1,9,same_process,12564
6568,5992,31.038285700,31.038553100,31.038557800,31.038969300,267.400,4.700,0.411500,1,9,same_process,12564
6568,5992,31.038969300,31.040488500,31.040491900,31.040504800,"1,519.200",3.400,0.012900,1,9,idle,0
6568,5992,31.040504800,31.040720700,31.040724300,31.040837400,215.900,3.600,0.113100,1,9,same_process,12564
6568,5992,31.040837400,31.040850000,31.040853200,31.041029000,12.600,3.200,0.175800,1,9,same_process,12564
6568,5992,31.041029000,31.041511500,31.041515000,31.041532400,482.500,3.500,0.017400,1,9,idle,0
6568,5992,31.041532400,31.044234000,31.044238200,31.044340700,"2,701.600",4.200,0.102500,1,9,same_process,4612
6568,5992,31.044340700,31.044730300,31.044734500,31.044983900,389.600,4.200,0.249400,1,12,same_process,12560
6568,5992,31.044983900,31.053871000,31.053875800,31.053888900,"8,887.100",4.800,0.013100,1,9,same_process,12564
6568,5992,31.053888900,31.054195500,31.054199600,31.054209800,306.600,4.100,0.010200,1,9,same_process,12564
6568,5992,31.054209800,31.054606700,31.054610700,31.054620900,396.900,4.000,0.010200,1,9,same_process,12564
6568,5992,31.054620900,31.054969000,31.054972700,31.054982900,348.100,3.700,0.010200,1,9,same_process,12564
6568,5992,31.054982900,31.055383900,31.055388100,31.055398700,401.000,4.200,0.010600,1,9,same_process,12564
6568,5992,31.055398700,31.055747800,31.055751800,31.055763000,349.100,4.000,0.011200,1,12,same_process,12564
6568,5992,31.055763000,31.056265600,31.056269900,31.056280700,502.600,4.300,0.010800,1,9,same_process,12564
6568,5992,31.056280700,31.056455100,31.056459900,31.060297700,174.400,4.800,3.837800,1,11,same_process,12564
6568,5992,31.060297700,31.060467400,31.060472500,31.060717400,169.700,5.100,0.244900,1,9,same_process,12564
6568,5992,31.060717400,31.060927900,31.060932200,31.061073000,210.500,4.300,0.140800,1,9,same_process,4612
6568,5992,31.061073000,31.061550500,31.061554900,31.062733600,477.500,4.400,1.178700,1,9,same_process,12560
6568,5992,31.062733600,31.062772200,31.062776200,31.063041400,38.600,4.000,0.265200,1,9,same_process,12564
6568,5992,31.063041400,31.063203700,31.063207500,31.063385400,162.300,3.800,0.177900,1,9,same_process,12564
6568,5992,31.063385400,31.063680800,31.063684400,31.063912700,295.400,3.600,0.228300,1,9,same_process,12564
6568,5992,31.063912700,31.064058800,31.064062400,31.064279700,146.100,3.600,0.217300,1,9,same_process,12564
6568,5992,31.064279700,31.064449800,31.064453400,31.064657700,170.100,3.600,0.204300,1,9,same_process,12564
6568,5992,31.064657700,31.064803400,31.064806800,31.064993400,145.700,3.400,0.186600,1,9,same_process,12564
6568,5992,31.064993400,31.065185800,31.065189400,31.065375300,192.400,3.600,0.185900,1,9,same_process,12564
6568,5992,31.065375300,31.065588200,31.065591700,31.065796500,212.900,3.500,0.204800,1,9,same_process,12564
6568,5992,31.065796500,31.066278600,31.066282300,31.066585600,482.100,3.700,0.303300,1,9,same_process,12564
6568,5992,31.066585600,31.066844900,31.066853600,31.067344700,259.300,8.700,0.491100,1,12,same_process,12564
6568,5992,31.067344700,31.068266700,31.068270900,31.068507000,922.000,4.200,0.236100,1,9,same_process,12564
6568,5992,31.068507000,31.068527800,31.068531600,31.068541400,20.800,3.800,0.009800,1,9,same_process,12564
6568,5992,31.068541400,31.068543000,31.068546000,31.068554400,1.600,3.000,0.008400,1,9,same_process,12564
6568,5992,31.068554400,31.068624900,31.068628100,31.068662800,70.500,3.200,0.034700,1,9,same_process,12564
6568,5992,31.068662800,31.069073600,31.069077200,31.069356400,410.800,3.600,0.279200,1,9,same_process,12564
6568,5992,31.069356400,31.077336900,31.077341800,31.077757300,"7,980.500",4.900,0.415500,1,9,idle,0
6568,5992,31.077757300,31.078196400,31.078200000,31.078745400,439.100,3.600,0.545400,1,9,idle,0
6568,5992,31.078745400,31.079717400,31.079721000,31.080080900,972.000,3.600,0.359900,1,9,idle,0
6568,5992,31.080080900,31.080089200,31.080092600,31.080102700,8.300,3.400,0.010100,1,9,same_process,12564
6568,5992,31.080102700,31.080103600,31.080106400,31.080114800,0.900,2.800,0.008400,1,9,same_process,12564
6568,5992,31.080114800,31.080392800,31.080396700,31.080675500,278.000,3.900,0.278800,1,9,same_process,12564
6568,5992,31.080675500,31.082320300,31.082324600,31.082339200,"1,644.800",4.300,0.014600,1,9,same_process,12560
6568,5992,31.082339200,31.082548700,31.082552500,31.082707900,209.500,3.800,0.155400,1,14,same_process,12564
6568,5992,31.082707900,31.083296200,31.083299600,31.083313100,588.300,3.400,0.013500,1,14,same_process,12564
6568,5992,31.083313100,31.083346700,31.083350300,31.083582800,33.600,3.600,0.232500,1,9,same_process,12564
6568,5992,31.083582800,31.084069800,31.084073800,31.084086600,487.000,4.000,0.012800,1,9,same_process,12560
6568,5992,31.084086600,31.089783500,31.089787500,31.089797600,"5,696.900",4.000,0.010100,1,9,same_process,12564
6568,5992,31.089797600,31.094242600,31.094246100,31.094382000,"4,445.000",3.500,0.135900,1,9,same_process,4612
6568,5992,31.094382000,31.094836300,31.094840200,31.095000900,454.300,3.900,0.160700,1,9,same_process,12560
6568,5992,31.095000900,31.096348500,31.096352600,31.096550800,"1,347.600",4.100,0.198200,1,9,same_process,12564
6568,5992,31.096550800,31.096694400,31.096698100,31.096986700,143.600,3.700,0.288600,1,9,same_process,12564
6568,5992,31.096986700,31.097139100,31.097143300,31.097512400,152.400,4.200,0.369100,1,9,same_process,12564
6568,5992,31.097512400,31.097541200,31.097545000,31.097899300,28.800,3.800,0.354300,1,12,same_process,12564
6568,5992,31.097899300,31.098001000,31.098005100,31.098396500,101.700,4.100,0.391400,1,12,same_process,12564
6568,5992,31.098396500,31.098419800,31.098423600,31.098657500,23.300,3.800,0.233900,1,9,same_process,12564
6568,5992,31.098657500,31.098909900,31.098913200,31.099321000,252.400,3.300,0.407800,1,9,same_process,12564
6568,5992,31.099321000,31.099482100,31.099485600,31.099698100,161.100,3.500,0.212500,1,9,same_process,12564
6568,5992,31.099698100,31.099806400,31.099809900,31.099959100,108.300,3.500,0.149200,1,9,same_process,12564
6568,5992,31.099959100,31.100405100,31.100408800,31.100635800,446.000,3.700,0.227000,1,9,same_process,12564
6568,5992,31.100635800,31.100749800,31.100753200,31.100991600,114.000,3.400,0.238400,1,9,same_process,12564
6568,5992,31.100991600,31.101382900,31.101386400,31.101608900,391.300,3.500,0.222500,1,9,same_process,12564
6568,5992,31.101608900,31.101897900,31.101901200,31.102174000,289.000,3.300,0.272800,1,9,same_process,12564
6568,5992,31.102174000,31.102372900,31.102376100,31.102598300,198.900,3.200,0.222200,1,9,same_process,12564
6568,5992,31.102598300,31.102802900,31.102806500,31.103027000,204.600,3.600,0.220500,1,9,same_process,12564
6568,5992,31.103027000,31.103083900,31.103087200,31.103233000,56.900,3.300,0.145800,1,9,same_process,12564
6568,5992,31.103233000,31.103550700,31.103554200,31.103828700,317.700,3.500,0.274500,1,9,same_process,12564
6568,5992,31.103828700,31.103954700,31.103958900,31.104195700,126.000,4.200,0.236800,1,12,same_process,12564
6568,5992,31.104195700,31.104469800,31.104473400,31.104700700,274.100,3.600,0.227300,1,9,same_process,12564
6568,5992,31.104700700,31.104842900,31.104847300,31.105165700,142.200,4.400,0.318400,1,12,same_process,12564
6568,5992,31.105165700,31.105263700,31.105267600,31.105488700,98.000,3.900,0.221100,1,12,same_process,12564
6568,5992,31.105488700,31.105617000,31.105620800,31.105818400,128.300,3.800,0.197600,1,9,same_process,12564
6568,5992,31.105818400,31.106026400,31.106030100,31.106214200,208.000,3.700,0.184100,1,9,same_process,12564
6568,5992,31.106214200,31.106488200,31.106492000,31.106686500,274.000,3.800,0.194500,1,9,same_process,12564
6568,5992,31.106686500,31.107196800,31.107200500,31.107510300,510.300,3.700,0.309800,1,9,same_process,12564
6568,5992,31.107510300,31.107729700,31.107733300,31.108037400,219.400,3.600,0.304100,1,9,same_process,12564
6568,5992,31.108037400,31.109088500,31.109092300,31.109330700,"1,051.100",3.800,0.238400,1,9,same_process,12564
6568,5992,31.109330700,31.109353100,31.109356600,31.109367200,22.400,3.500,0.010600,1,9,same_process,12564
6568,5992,31.109367200,31.109368300,31.109371600,31.109380900,1.100,3.300,0.009300,1,9,same_process,12564
6568,5992,31.109380900,31.109452800,31.109457400,31.109521500,71.900,4.600,0.064100,1,11,same_process,12564
6568,5992,31.109521500,31.109908500,31.109912800,31.110218100,387.000,4.300,0.305300,1,9,same_process,12564
6568,5992,31.110218100,31.120593400,31.120598200,31.121030700,"10,375.300",4.800,0.432500,1,4,same_process,12560
6568,5992,31.121030700,31.121391500,31.121395000,31.121941100,360.800,3.500,0.546100,1,9,same_process,12560
6568,5992,31.121941100,31.122911700,31.122915500,31.123337000,970.600,3.800,0.421500,1,9,same_process,12560
6568,5992,31.123337000,31.123337400,31.123341000,31.123350900,0.400,3.600,0.009900,1,9,same_process,12564
6568,5992,31.123350900,31.123458700,31.123461600,31.123499600,107.800,2.900,0.038000,1,9,same_process,12564
6568,5992,31.123499600,31.123675100,31.123678900,31.123874600,175.500,3.800,0.195700,1,9,same_process,12564
6568,5992,31.123874600,31.125634400,31.125637800,31.125652400,"1,759.800",3.400,0.014600,1,9,same_process,12560
6568,5992,31.125652400,31.125866500,31.125870300,31.125973500,214.100,3.800,0.103200,1,9,same_process,12564
6568,5992,31.125973500,31.125988400,31.125991700,31.126168300,14.900,3.300,0.176600,1,9,same_process,12564
6568,5992,31.126168300,31.126655100,31.126658600,31.126671400,486.800,3.500,0.012800,1,9,same_process,12560
6568,5992,31.126671400,31.127551700,31.127554800,31.127626100,880.300,3.100,0.071300,1,9,same_process,4612
6568,5992,31.127626100,31.128023700,31.128027400,31.128250000,397.600,3.700,0.222600,1,9,same_process,12560
6568,5992,31.128250000,31.138196900,31.138201000,31.138212900,"9,946.900",4.100,0.011900,1,9,same_process,12564
6568,5992,31.138212900,31.138470500,31.138474200,31.138482800,257.600,3.700,0.008600,1,9,same_process,12564
6568,5992,31.138482800,31.138901200,31.138905400,31.138915600,418.400,4.200,0.010200,1,9,same_process,12564
6568,5992,31.138915600,31.139265200,31.139269000,31.139279200,349.600,3.800,0.010200,1,9,same_process,12564
6568,5992,31.139279200,31.139649500,31.139653800,31.139665100,370.300,4.300,0.011300,1,9,same_process,12564
6568,5992,31.139665100,31.139800000,31.139803800,31.142154200,134.900,3.800,2.350400,1,9,same_process,12564
6568,5992,31.142154200,31.142530700,31.142534700,31.142766600,376.500,4.000,0.231900,1,9,same_process,12564
6568,5992,31.142766600,31.142873200,31.142876900,31.143116700,106.600,3.700,0.239800,1,9,same_process,12564
6568,5992,31.143116700,31.143526900,31.143530400,31.143768900,410.200,3.500,0.238500,1,9,same_process,12564
6568,5992,31.143768900,31.144244700,31.144249200,31.144656000,475.800,4.500,0.406800,1,9,same_process,12564
6568,5992,31.144656000,31.145230800,31.145236800,31.145558300,574.800,6.000,0.321500,1,9,external,2812
6568,5992,31.145558300,31.145558300,31.145561000,31.146822000,0.000,2.700,1.261000,1,4,unknown,-1
6568,5992,31.146822000,31.147103700,31.147107500,31.147326500,281.700,3.800,0.219000,1,9,same_process,12564
6568,5992,31.147326500,31.147485900,31.147489600,31.147707300,159.400,3.700,0.217700,1,9,same_process,12564
6568,5992,31.147707300,31.147861000,31.147864600,31.148062200,153.700,3.600,0.197600,1,9,same_process,12564
6568,5992,31.148062200,31.148311700,31.148315600,31.148519000,249.500,3.900,0.203400,1,9,same_process,12564
6568,5992,31.148519000,31.148704300,31.148707700,31.148892600,185.300,3.400,0.184900,1,9,same_process,12564
6568,5992,31.148892600,31.149099800,31.149103300,31.149283800,207.200,3.500,0.180500,1,9,same_process,12564
6568,5992,31.149283800,31.149790700,31.149794300,31.150108200,506.900,3.600,0.313900,1,9,same_process,12564
6568,5992,31.150108200,31.150337400,31.150340900,31.150648500,229.200,3.500,0.307600,1,9,same_process,12564
6568,5992,31.150648500,31.151635600,31.151640100,31.152006200,987.100,4.500,0.366100,1,12,same_process,12564
6568,5992,31.152006200,31.152029700,31.152033400,31.152042400,23.500,3.700,0.009000,1,9,same_process,12564
6568,5992,31.152042400,31.152048700,31.152052600,31.152064600,6.300,3.900,0.012000,1,11,same_process,12564
6568,5992,31.152064600,31.152067200,31.152070900,31.152080900,2.600,3.700,0.010000,1,11,same_process,12564
6568,5992,31.152080900,31.152165700,31.152169500,31.152218900,84.800,3.800,0.049400,1,9,same_process,12564
6568,5992,31.152218900,31.152621200,31.152625000,31.152910100,402.300,3.800,0.285100,1,9,same_process,12564
6568,5992,31.152910100,31.161258400,31.161266500,31.161708700,"8,348.300",8.100,0.442200,1,9,external,2812
6568,5992,31.161708700,31.162391800,31.162396300,31.163075300,683.100,4.500,0.679000,1,8,idle,0
6568,5992,31.163075300,31.164194800,31.164198500,31.164618700,"1,119.500",3.700,0.420200,1,9,idle,0
6568,5992,31.164618700,31.164619100,31.164623100,31.164633200,0.400,4.000,0.010100,1,9,same_process,12564
6568,5992,31.164633200,31.164633500,31.164636400,31.164645000,0.300,2.900,0.008600,1,9,same_process,12564
6568,5992,31.164645000,31.164721100,31.164724300,31.164765900,76.100,3.200,0.041600,1,9,same_process,12564
6568,5992,31.164765900,31.164932100,31.164935900,31.165126700,166.200,3.800,0.190800,1,9,same_process,12564
6568,5992,31.165126700,31.166843000,31.166847300,31.166861500,"1,716.300",4.300,0.014200,1,8,idle,0
6568,5992,31.166861500,31.167070500,31.167074300,31.167175100,209.000,3.800,0.100800,1,9,same_process,12564
6568,5992,31.167175100,31.167196300,31.167201100,31.167487900,21.200,4.800,0.286800,1,13,same_process,12564
6568,5992,31.167487900,31.167904100,31.167907600,31.167924400,416.200,3.500,0.016800,1,9,idle,0
6568,5992,31.167924400,31.173116300,31.173121100,31.173133900,"5,191.900",4.800,0.012800,1,9,same_process,12564
6568,5992,31.173133900,31.177582700,31.177586800,31.177705100,"4,448.800",4.100,0.118300,1,9,same_process,4612
6568,5992,31.177705100,31.178109000,31.178113700,31.178361900,403.900,4.700,0.248200,1,9,same_process,12560
6568,5992,31.178361900,31.181671900,31.181676600,31.181945300,"3,310.000",4.700,0.268700,1,9,same_process,12564
6568,5992,31.181945300,31.182052600,31.182078600,31.182451300,107.300,26.000,0.372700,1,12,same_process,12564
6568,5992,31.182451300,31.182510400,31.182514600,31.183215200,59.100,4.200,0.700600,1,9,same_process,12564
6568,5992,31.183215200,31.183312300,31.183316000,31.183594500,97.100,3.700,0.278500,1,9,same_process,12564
6568,5992,31.183594500,31.183786300,31.183790100,31.184027400,191.800,3.800,0.237300,1,9,same_process,12564
6568,5992,31.184027400,31.184283900,31.184287600,31.184686700,256.500,3.700,0.399100,1,9,same_process,12564
6568,5992,31.184686700,31.184828300,31.184832100,31.185042900,141.600,3.800,0.210800,1,9,same_process,12564
6568,5992,31.185042900,31.185163700,31.185167200,31.185311300,120.800,3.500,0.144100,1,9,same_process,12564
6568,5992,31.185311300,31.185659700,31.185663400,31.185895400,348.400,3.700,0.232000,1,9,same_process,12564
6568,5992,31.185895400,31.186008300,31.186011900,31.186250600,112.900,3.600,0.238700,1,9,same_process,12564
6568,5992,31.186250600,31.186640800,31.186644300,31.186874400,390.200,3.500,0.230100,1,9,same_process,12564
6568,5992,31.186874400,31.187182100,31.187185700,31.187459200,307.700,3.600,0.273500,1,9,same_process,12564
6568,5992,31.187459200,31.187640500,31.187643900,31.187863100,181.300,3.400,0.219200,1,9,same_process,12564
6568,5992,31.187863100,31.188075000,31.188078600,31.188325100,211.900,3.600,0.246500,1,9,same_process,12564
6568,5992,31.188325100,31.188569800,31.188573500,31.188845500,244.700,3.700,0.272000,1,9,same_process,12564
6568,5992,31.188845500,31.189057300,31.189061400,31.189307300,211.800,4.100,0.245900,1,9,same_process,12564
6568,5992,31.189307300,31.189498700,31.189502200,31.189678600,191.400,3.500,0.176400,1,12,same_process,12564
6568,5992,31.189678600,31.190017000,31.190020900,31.190239100,338.400,3.900,0.218200,1,9,same_process,12564
6568,5992,31.190239100,31.190346800,31.190350500,31.190522900,107.700,3.700,0.172400,1,9,same_process,12564
6568,5992,31.190522900,31.190711400,31.190714900,31.190925600,188.500,3.500,0.210700,1,9,same_process,12564
6568,5992,31.190925600,31.191080400,31.191083900,31.191277700,154.800,3.500,0.193800,1,9,same_process,12564
6568,5992,31.191277700,31.191451400,31.191455100,31.191635600,173.700,3.700,0.180500,1,9,same_process,12564
6568,5992,31.191635600,31.191853200,31.191856500,31.192048300,217.600,3.300,0.191800,1,9,same_process,12564
6568,5992,31.192048300,31.192526200,31.192530300,31.192855400,477.900,4.100,0.325100,1,9,same_process,12564
6568,5992,31.192855400,31.193074100,31.193077800,31.193385600,218.700,3.700,0.307800,1,9,same_process,12564
6568,5992,31.193385600,31.194304700,31.194308900,31.194318400,919.100,4.200,0.009500,1,9,same_process,4612
6568,5992,31.194318400,31.194356900,31.194361800,31.194631200,38.500,4.900,0.269400,1,11,same_process,12564
6568,5992,31.194631200,31.194673100,31.194678700,31.194689400,41.900,5.600,0.010700,1,5,same_process,12564
6568,5992,31.194689400,31.194689800,31.194694400,31.194703600,0.400,4.600,0.009200,1,10,same_process,12564
6568,5992,31.194703600,31.194711900,31.194716200,31.194724900,8.300,4.300,0.008700,1,10,same_process,12564
6568,5992,31.194724900,31.194923200,31.194927900,31.194969700,198.300,4.700,0.041800,1,9,same_process,12564
6568,5992,31.194969700,31.195783100,31.195786900,31.196095900,813.400,3.800,0.309000,1,9,same_process,12564
6568,5992,31.196095900,31.207690800,31.207695200,31.208159600,"11,594.900",4.400,0.464400,1,9,same_process,12560
6568,5992,31.208159600,31.208574400,31.208578500,31.209318600,414.800,4.100,0.740100,1,9,same_process,12560
6568,5992,31.209318600,31.210253100,31.210261300,31.210664300,934.500,8.200,0.403000,1,9,same_process,12560
6568,5992,31.210664300,31.210679600,31.210683100,31.210694300,15.300,3.500,0.011200,1,9,same_process,12564
6568,5992,31.210694300,31.210694500,31.210697400,31.210706200,0.200,2.900,0.008800,1,9,same_process,12564
6568,5992,31.210706200,31.210813800,31.210819400,31.210950400,107.600,5.600,0.131000,1,13,same_process,12564
6568,5992,31.210950400,31.211129200,31.211134000,31.211410900,178.800,4.800,0.276900,1,13,same_process,12564
6568,5992,31.211410900,31.213190400,31.213194000,31.213207000,"1,779.500",3.600,0.013000,1,9,same_process,12560
6568,5992,31.213207000,31.213435900,31.213440500,31.213577100,228.900,4.600,0.136600,1,9,same_process,12564
6568,5992,31.213577100,31.213593200,31.213597400,31.213833500,16.100,4.200,0.236100,1,9,same_process,12564
6568,5992,31.213833500,31.215071400,31.215075000,31.215088100,"1,237.900",3.600,0.013100,1,9,same_process,12560
6568,5992,31.215088100,31.223111600,31.223115500,31.223130400,"8,023.500",3.900,0.014900,1,9,same_process,12564
6568,5992,31.223130400,31.226521600,31.226525700,31.226825300,"3,391.200",4.100,0.299600,1,4,same_process,12564
6568,5992,31.226825300,31.226974200,31.226977800,31.227250000,148.900,3.600,0.272200,1,9,same_process,12564
6568,5992,31.227250000,31.227413400,31.227417100,31.227805600,163.400,3.700,0.388500,1,9,same_process,12564
6568,5992,31.227805600,31.228267900,31.228271600,31.229021400,462.300,3.700,0.749800,1,9,same_process,12560
6568,5992,31.229021400,31.229023000,31.229026900,31.229428100,1.600,3.900,0.401200,1,9,same_process,12564
6568,5992,31.229428100,31.229567000,31.229571100,31.229772800,138.900,4.100,0.201700,1,9,same_process,12564
6568,5992,31.229772800,31.229907100,31.229910600,31.230063700,134.300,3.500,0.153100,1,9,same_process,12564
6568,5992,31.230063700,31.230412000,31.230415600,31.230655200,348.300,3.600,0.239600,1,9,same_process,12564
6568,5992,31.230655200,31.230741600,31.230745400,31.231001900,86.400,3.800,0.256500,1,9,same_process,12564
6568,5992,31.231001900,31.231350100,31.231354400,31.231682500,348.200,4.300,0.328100,1,12,same_process,12564
6568,5992,31.231682500,31.231888700,31.231892800,31.232325100,206.200,4.100,0.432300,1,14,same_process,12564
6568,5992,31.232325100,31.232414500,31.232418200,31.232644100,89.400,3.700,0.225900,1,9,same_process,12564
6568,5992,31.232644100,31.232840200,31.232843700,31.233079200,196.100,3.500,0.235500,1,9,same_process,12564
6568,5992,31.233079200,31.233274500,31.233278200,31.233516600,195.300,3.700,0.238400,1,9,same_process,12564
6568,5992,31.233516600,31.233719600,31.233723000,31.233964100,203.000,3.400,0.241100,1,9,same_process,12564
6568,5992,31.233964100,31.234144200,31.234147700,31.234314500,180.100,3.500,0.166800,1,9,same_process,12564
6568,5992,31.234314500,31.234588500,31.234592000,31.234811700,274.000,3.500,0.219700,1,9,same_process,12564
6568,5992,31.234811700,31.235004100,31.235007600,31.235216400,192.400,3.500,0.208800,1,9,same_process,12564
6568,5992,31.235216400,31.235368400,31.235372000,31.235571000,152.000,3.600,0.199000,1,9,same_process,12564
6568,5992,31.235571000,31.235639500,31.235643100,31.235800000,68.500,3.600,0.156900,1,9,same_process,12564
6568,5992,31.235800000,31.236036200,31.236039900,31.236243100,236.200,3.700,0.203200,1,9,same_process,12564
6568,5992,31.236243100,31.236755500,31.236759900,31.236962700,512.400,4.400,0.202800,1,0,same_process,12564
