renderer,test_id,kind,baseline_outcome,main_outcome,pr85_outcome,parent_outcome,candidate_outcome,candidate_vs_baseline,pr85_vs_main,parent_vs_pr85,candidate_vs_parent,raw_direction,baseline_median_us,main_median_us,pr85_median_us,parent_median_us,candidate_median_us,improvement_parent_vs_pr85_pct,improvement_pr85_vs_main_pct,improvement_vs_baseline_pct,improvement_vs_parent_pct,baseline_hash,main_hash,pr85_hash,parent_hash,candidate_hash
vulkan,texture_cubemap_fallback.unbordered_subblock_dxt1,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,16646,16669,16657,16786,+0.07,-0.14,,-0.77,,be0f2013c1997ca5,be0f2013c1997ca5,be0f2013c1997ca5,be0f2013c1997ca5
vulkan,tiny_draw.arrays.fixed_function,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,20781,20844,22113,22230,-6.09,-0.30,,-0.53,,acf025546cf667b5,acf025546cf667b5,acf025546cf667b5,acf025546cf667b5
vulkan,tiny_draw.arrays.vertex_shader,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,20864,21218,21825,22521,-2.86,-1.70,,-3.19,,acf025546cf667b5,acf025546cf667b5,acf025546cf667b5,acf025546cf667b5
vulkan,tiny_draw.inline_arrays.fixed_function,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,35582,35700,32241,32633,+9.69,-0.33,,-1.22,,acf025546cf667b5,acf025546cf667b5,acf025546cf667b5,acf025546cf667b5
vulkan,tiny_draw.inline_arrays.vertex_shader,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,35378,35604,32474,32240,+8.79,-0.64,,+0.72,,acf025546cf667b5,acf025546cf667b5,acf025546cf667b5,acf025546cf667b5
vulkan,tiny_draw.inline_buffers.fixed_function,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,43769,44125,38325,38691,+13.14,-0.81,,-0.95,,acf025546cf667b5,acf025546cf667b5,acf025546cf667b5,acf025546cf667b5
vulkan,tiny_draw.inline_buffers.vertex_shader,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,43102,44435,38088,37960,+14.28,-3.09,,+0.34,,acf025546cf667b5,acf025546cf667b5,acf025546cf667b5,acf025546cf667b5
vulkan,tiny_draw.inline_elements.fixed_function,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,20183,20458,21380,21334,-4.51,-1.36,,+0.22,,acf025546cf667b5,acf025546cf667b5,acf025546cf667b5,acf025546cf667b5
vulkan,tiny_draw.inline_elements.vertex_shader,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,20439,20767,21295,22063,-2.54,-1.60,,-3.61,,acf025546cf667b5,acf025546cf667b5,acf025546cf667b5,acf025546cf667b5
vulkan,uniform_thrash.uniform_thrash,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1786,1682,1727,1631,-2.68,+5.82,,+5.56,,09eb5907ef624c25,09eb5907ef624c25,09eb5907ef624c25,09eb5907ef624c25
vulkan,vertex_buffer_allocation.disjoint_same_page,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,39892,40628,37504,35461,+7.69,-1.84,,+5.45,,fdcd25a37910bb25,fdcd25a37910bb25,fdcd25a37910bb25,fdcd25a37910bb25
vulkan,vertex_buffer_allocation.mixed.arrays,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,23940,24009,24066,24111,-0.24,-0.29,,-0.19,,377e6c029807f325,377e6c029807f325,377e6c029807f325,377e6c029807f325
vulkan,vertex_buffer_allocation.mixed.inline_arrays,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,134187,135680,136060,138221,-0.28,-1.11,,-1.59,,377e6c029807f325,377e6c029807f325,377e6c029807f325,377e6c029807f325
vulkan,vertex_buffer_allocation.mixed.inline_buffers,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,602753,609523,612059,623742,-0.42,-1.12,,-1.91,,377e6c029807f325,377e6c029807f325,377e6c029807f325,377e6c029807f325
vulkan,vertex_buffer_allocation.mixed.inline_elements,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,36199,36629,33270,33847,+9.17,-1.19,,-1.73,,377e6c029807f325,377e6c029807f325,377e6c029807f325,377e6c029807f325
vulkan,vertex_buffer_allocation.ordered_same_page_overwrite,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,14865,14762,14849,15565,-0.59,+0.69,,-4.82,,bbc8caeedc9dff25,bbc8caeedc9dff25,bbc8caeedc9dff25,bbc8caeedc9dff25
vulkan,vertex_buffer_allocation.rising_transient_growth,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,654833,670891,685200,696287,-2.13,-2.45,,-1.62,,377e6c029807f325,377e6c029807f325,377e6c029807f325,377e6c029807f325
vulkan,vertex_buffer_allocation.three_generation_overwrite,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,321953,327744,282587,118263,+13.78,-1.80,,+58.15,,05e2405b56d7f125,05e2405b56d7f125,05e2405b56d7f125,05e2405b56d7f125
vulkan,vertex_buffer_allocation.tiny.arrays,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,87796,87647,81520,32483,+6.99,+0.17,,+60.15,,377e6c029807f325,377e6c029807f325,377e6c029807f325,377e6c029807f325
vulkan,vertex_buffer_allocation.tiny.inline_arrays,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,44593,43597,42437,46167,+2.66,+2.23,,-8.79,,377e6c029807f325,377e6c029807f325,377e6c029807f325,377e6c029807f325
vulkan,vertex_buffer_allocation.tiny.inline_buffers,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,40198,40388,39631,38619,+1.87,-0.47,,+2.55,,377e6c029807f325,377e6c029807f325,377e6c029807f325,377e6c029807f325
vulkan,vertex_buffer_allocation.tiny.inline_elements,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,53346,53031,47918,47772,+9.64,+0.59,,+0.30,,377e6c029807f325,377e6c029807f325,377e6c029807f325,377e6c029807f325
opengl,busy_pfifo.pfifo_saturation,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,101538,103599,103840,104128,-0.23,-2.03,,-0.28,,1508607624bb8506,1508607624bb8506,1508607624bb8506,1508607624bb8506
opengl,busy_pfifo.pgraph_pattern_polling,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,4230123,4358152,4430509,4530311,-1.66,-3.03,,-2.25,,386d0f085e98c325,386d0f085e98c325,386d0f085e98c325,386d0f085e98c325
opengl,cpu_floating_point.sse_scalar,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,500037,496434,516349,524824,-4.01,+0.72,,-1.64,,6962077c244da325,6962077c244da325,6962077c244da325,6962077c244da325
opengl,cpu_floating_point.x87_scalar,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,789776,790847,817556,818396,-3.38,-0.14,,-0.10,,6962077c244da325,6962077c244da325,6962077c244da325,6962077c244da325
opengl,cpu_translation_blocks.direct_loop,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,9802,10046,10001,10038,+0.45,-2.49,,-0.37,,bd1fc9bf0c318325,bd1fc9bf0c318325,bd1fc9bf0c318325,bd1fc9bf0c318325
opengl,cpu_translation_blocks.indirect_dispatch,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,39520,39932,41039,40142,-2.77,-1.04,,+2.19,,c0426cf669a02325,c0426cf669a02325,c0426cf669a02325,c0426cf669a02325
opengl,cpu_translation_blocks.indirect_dispatch_stress,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,792252,793196,818107,817104,-3.14,-0.12,,+0.12,,fbd507cb0c622325,fbd507cb0c622325,fbd507cb0c622325,fbd507cb0c622325
opengl,fill_rate.solid,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1983,2002,2001,1887,+0.05,-0.96,,+5.70,,08b0f60773aac775,08b0f60773aac775,08b0f60773aac775,08b0f60773aac775
opengl,fill_rate.textured,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,1980,1990,1929,1922,+3.07,-0.51,,+0.36,,99b433323df1684d,99b433323df1684d,99b433323df1684d,99b433323df1684d
opengl,game_load.cross_title_hotpath,group,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,,,,,,,,,,,,e30500792076e325,e30500792076e325,e30500792076e325,e30500792076e325
opengl,game_load.cross_title_hotpath.blend_constant_reuse,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,99612,100078,99917,99625,+0.16,-0.47,,+0.29,,58e80f99c5a56325,58e80f99c5a56325,58e80f99c5a56325,58e80f99c5a56325
opengl,game_load.cross_title_hotpath.gpu_wait_control,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,2176,2328,2175,2253,+6.57,-6.99,,-3.59,,e30500792076e325,e30500792076e325,e30500792076e325,e30500792076e325
opengl,game_load.cross_title_hotpath.pgr2_lagspot_inline_elements,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,83136,84188,93701,99805,-11.30,-1.27,,-6.51,,2b9db92162606325,2b9db92162606325,2b9db92162606325,2b9db92162606325
opengl,game_load.cross_title_hotpath.pgr2_small_draws,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,100454,103432,104506,105374,-1.04,-2.96,,-0.83,,151015a16ca46325,151015a16ca46325,151015a16ca46325,151015a16ca46325
opengl,game_load.cross_title_hotpath.pipeline_state_churn,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,66370,66538,66415,66348,+0.18,-0.25,,+0.10,,4f8b2eab497ca325,4f8b2eab497ca325,4f8b2eab497ca325,4f8b2eab497ca325
opengl,game_load.cross_title_hotpath.queued_vertex_cpu_writes,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,50417,50001,49917,50183,+0.17,+0.83,,-0.53,,ea21c900993ea325,ea21c900993ea325,ea21c900993ea325,ea21c900993ea325
opengl,game_load.cross_title_hotpath.s3tc_streaming_fenced_draws,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,2095039,2092696,2003127,1979878,+4.28,+0.11,,+1.16,,1a65246e1a0ea325,1a65246e1a0ea325,1a65246e1a0ea325,1a65246e1a0ea325
opengl,game_load.cross_title_hotpath.scaled_surface_pressure,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,231123,234178,233374,238528,+0.34,-1.32,,-2.21,,32a69ec6dce52325,32a69ec6dce52325,32a69ec6dce52325,32a69ec6dce52325
opengl,game_load.cross_title_hotpath.surface_reuse,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,6510,6519,6344,5961,+2.68,-0.14,,+6.04,,37f87c4938cd6325,37f87c4938cd6325,37f87c4938cd6325,37f87c4938cd6325
opengl,game_load.cross_title_hotpath.texture_binding_reuse,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,132965,133762,133638,133195,+0.09,-0.60,,+0.33,,6b9bae4b9c97a325,6b9bae4b9c97a325,6b9bae4b9c97a325,6b9bae4b9c97a325
opengl,game_load.cross_title_hotpath.texture_update_reuse,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,3090,2814,3089,3106,-9.77,+8.93,,-0.55,,44fcd2c900a5a325,44fcd2c900a5a325,44fcd2c900a5a325,44fcd2c900a5a325
opengl,game_load.doax_menu_representative.cpu_only,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,13663,14153,13666,13711,+3.44,-3.59,,-0.33,,c9ffff20249e2325,c9ffff20249e2325,c9ffff20249e2325,c9ffff20249e2325
opengl,game_load.doax_menu_representative.cpu_pfifo_gpu,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,32245,32357,32585,32911,-0.70,-0.35,,-1.00,,04157941d1aa6325,04157941d1aa6325,04157941d1aa6325,04157941d1aa6325
opengl,game_load.doax_menu_representative.cpu_pfifo_gpu_streaming,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,35051,35799,35314,35563,+1.35,-2.13,,-0.71,,e6d7900d809f6325,e6d7900d809f6325,e6d7900d809f6325,e6d7900d809f6325
opengl,game_load.doax_menu_representative.full_system,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,35181,35617,35588,35614,+0.08,-1.24,,-0.07,,3ebb8ee340a52325,3ebb8ee340a52325,3ebb8ee340a52325,3ebb8ee340a52325
opengl,game_load.doax_menu_representative.gpu_only,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,16423,16641,16624,16932,+0.10,-1.33,,-1.85,,fbd6d6be7f982325,fbd6d6be7f982325,fbd6d6be7f982325,fbd6d6be7f982325
opengl,game_load.doax_menu_representative.pfifo_only,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,2243,2361,2548,2521,-7.92,-5.26,,+1.06,,db52eb2ea2ee6325,db52eb2ea2ee6325,db52eb2ea2ee6325,db52eb2ea2ee6325
opengl,game_load.doax_menu_representative.streaming_only,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,5154,5084,4557,4790,+10.37,+1.36,,-5.11,,f94303d175056325,f94303d175056325,f94303d175056325,f94303d175056325
opengl,game_load.doax_menu_stress.cpu_only,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,27242,27581,27342,27219,+0.87,-1.24,,+0.45,,312802588e58a325,312802588e58a325,312802588e58a325,312802588e58a325
opengl,game_load.doax_menu_stress.cpu_pfifo_gpu,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,63877,64894,65467,64904,-0.88,-1.59,,+0.86,,c94959246d55a325,c94959246d55a325,c94959246d55a325,c94959246d55a325
opengl,game_load.doax_menu_stress.cpu_pfifo_gpu_streaming,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,69332,70470,70332,70650,+0.20,-1.64,,-0.45,,5dbf320b91a86325,5dbf320b91a86325,5dbf320b91a86325,5dbf320b91a86325
opengl,game_load.doax_menu_stress.full_system,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,69725,71239,70466,71110,+1.09,-2.17,,-0.91,,545f7965debce325,545f7965debce325,545f7965debce325,545f7965debce325
opengl,game_load.doax_menu_stress.gpu_only,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,31995,32996,33270,33371,-0.83,-3.13,,-0.30,,30126b41ecb96325,30126b41ecb96325,30126b41ecb96325,30126b41ecb96325
opengl,game_load.doax_menu_stress.pfifo_only,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,4668,4716,4776,4912,-1.27,-1.03,,-2.85,,6251472ce3a6e325,6251472ce3a6e325,6251472ce3a6e325,6251472ce3a6e325
opengl,game_load.doax_menu_stress.streaming_only,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,8788,9234,8710,8837,+5.67,-5.08,,-1.46,,5b922e3ee1312325,5b922e3ee1312325,5b922e3ee1312325,5b922e3ee1312325
opengl,game_load.long_unlocked_scene,group,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,,,,,,,,,,,,4efd9244c4ad2325,4efd9244c4ad2325,4efd9244c4ad2325,4efd9244c4ad2325
opengl,game_load.long_unlocked_scene.alpha_overdraw,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,31574,33059,33125,33895,-0.20,-4.70,,-2.32,,4efd9244c4ad2325,4efd9244c4ad2325,4efd9244c4ad2325,4efd9244c4ad2325
opengl,game_load.long_unlocked_scene.combined,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,69580,70631,70697,71222,-0.09,-1.51,,-0.74,,4efd9244c4ad2325,4efd9244c4ad2325,4efd9244c4ad2325,4efd9244c4ad2325
opengl,game_load.long_unlocked_scene.cpu,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,24434,24075,24334,24352,-1.08,+1.47,,-0.07,,4efd9244c4ad2325,4efd9244c4ad2325,4efd9244c4ad2325,4efd9244c4ad2325
opengl,game_load.long_unlocked_scene.full_system,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,69397,70883,71164,71439,-0.40,-2.14,,-0.39,,4efd9244c4ad2325,4efd9244c4ad2325,4efd9244c4ad2325,4efd9244c4ad2325
opengl,game_load.long_unlocked_scene.pfifo,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,4712,4733,4958,4975,-4.75,-0.45,,-0.34,,4efd9244c4ad2325,4efd9244c4ad2325,4efd9244c4ad2325,4efd9244c4ad2325
opengl,game_load.long_unlocked_scene.streaming_surface_reuse,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,9182,9185,8969,9079,+2.35,-0.03,,-1.23,,4efd9244c4ad2325,4efd9244c4ad2325,4efd9244c4ad2325,4efd9244c4ad2325
opengl,game_load.pgr2_ai_backup.cpu_only,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,42340,43059,42536,42163,+1.21,-1.70,,+0.88,,e086b0a920c42325,e086b0a920c42325,e086b0a920c42325,e086b0a920c42325
opengl,game_load.pgr2_ai_backup.cpu_pfifo_gpu,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,139991,142965,144257,145290,-0.90,-2.12,,-0.72,,48c0585f003ea325,48c0585f003ea325,48c0585f003ea325,48c0585f003ea325
opengl,game_load.pgr2_ai_backup.cpu_pfifo_gpu_streaming,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,143037,145805,147152,146817,-0.92,-1.94,,+0.23,,e0430415b6dbe325,e0430415b6dbe325,e0430415b6dbe325,e0430415b6dbe325
opengl,game_load.pgr2_ai_backup.full_system,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,142733,145388,146366,147677,-0.67,-1.86,,-0.90,,cb91c33db5046325,cb91c33db5046325,cb91c33db5046325,cb91c33db5046325
opengl,game_load.pgr2_ai_backup.gpu_only,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,83221,85430,85470,85983,-0.05,-2.65,,-0.60,,f8348ac6eeaaa325,f8348ac6eeaaa325,f8348ac6eeaaa325,f8348ac6eeaaa325
opengl,game_load.pgr2_ai_backup.pfifo_only,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,14294,15053,16262,15629,-8.03,-5.31,,+3.89,,5bc1b07714da2325,5bc1b07714da2325,5bc1b07714da2325,5bc1b07714da2325
opengl,game_load.pgr2_ai_backup.streaming_only,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,3509,3640,3377,3188,+7.23,-3.73,,+5.60,,f43007e31b972325,f43007e31b972325,f43007e31b972325,f43007e31b972325
opengl,game_load.repeated_display,leaf,,PASS,PASS,PASS,PASS,NOT_COMPARABLE,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,OUTCOME_AND_HASH_MATCH,+bad,,16621,16692,16714,16537,-0.13,-0.43,,+1.06,,e758dbbf4edc2325,e758dbbf4edc2325,e758dbbf4edc2325,e758dbbf4edc2325
